State           Win Chance      Roll 2          Roll 3          Roll 4          Roll 5          Roll 6          Roll 7          Roll 8          Roll 9          Roll 10         Roll 11         Roll 12        
110011001000    0.00059         None            None            [4]             None            None            [7]             [8]             None            None            [11]            [12]           
110011001001    0.00120         None            None            [4]             [1, 4]          None            [7]             [8]             [1, 8]          None            [11]            [12]           
110011001010    0.00128         [2]             None            [4]             None            [2, 4]          [7]             [8]             [2, 7]          [2, 8]          [11]            [12]           
110011001011    0.00260         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [7]             [8]             [1, 8]          [2, 8]          [11]            [12]           
110011001100    0.00085         None            [3]             [4]             None            None            [7]             [8]             None            [3, 7]          [11]            [12]           
110011001101    0.00178         None            [3]             [4]             [1, 4]          None            [7]             [8]             [1, 8]          [3, 7]          [11]            [12]           
110011001110    0.00202         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [8]             [2, 7]          [3, 7]          [11]            [12]           
110011001111    0.00340         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [8]             [1, 8]          [3, 7]          [11]            [12]           
110011010000    0.00055         None            None            None            [5]             None            [7]             [8]             None            None            [11]            [12]           
110011010001    0.00135         None            None            None            [5]             [1, 5]          [7]             [8]             [1, 8]          None            [11]            [12]           
110011010010    0.00109         [2]             None            None            [5]             None            [7]             [8]             [2, 7]          [2, 8]          [11]            [12]           
110011010011    0.00234         [2]             [1, 2]          None            [5]             [1, 5]          [7]             [8]             [2, 7]          [2, 8]          [11]            [12]           
110011010100    0.00082         None            [3]             None            [5]             None            [7]             [8]             None            [3, 7]          [11]            [12]           
110011010101    0.00213         None            [3]             [1, 3]          [5]             [1, 5]          [7]             [8]             [1, 8]          [3, 7]          [11]            [12]           
110011010110    0.00142         [2]             [3]             None            [5]             None            [7]             [8]             [2, 7]          [2, 8]          [11]            [12]           
110011010111    0.00322         [2]             [3]             [1, 3]          [5]             [1, 5]          [7]             [8]             [1, 8]          [2, 8]          [11]            [12]           
110011011000    0.00087         None            None            [4]             [5]             None            [7]             [8]             [4, 5]          None            [11]            [12]           
110011011001    0.00187         None            None            [4]             [5]             [1, 5]          [7]             [8]             [4, 5]          [1, 4, 5]       [11]            [12]           
110011011010    0.00170         [2]             None            [4]             [5]             [2, 4]          [7]             [8]             [4, 5]          [2, 8]          [11]            [12]           
110011011011    0.00325         [2]             [1, 2]          [4]             [5]             [2, 4]          [7]             [8]             [2, 7]          [2, 8]          [11]            [12]           
110011011100    0.00133         None            [3]             [4]             [5]             None            [7]             [8]             [4, 5]          [3, 7]          [11]            [12]           
110011011101    0.00273         None            [3]             [4]             [5]             [1, 5]          [7]             [8]             [1, 8]          [3, 7]          [11]            [12]           
110011011110    0.00254         [2]             [3]             [4]             [5]             [2, 4]          [7]             [8]             [4, 5]          [2, 8]          [11]            [12]           
110011011111    0.00464         [2]             [3]             [4]             [5]             [2, 4]          [7]             [8]             [1, 8]          [2, 8]          [11]            [12]           
110011100000    0.00060         None            None            None            None            [6]             [7]             [8]             None            None            [11]            [12]           
110011100001    0.00123         None            None            None            None            [6]             [7]             [8]             [1, 8]          None            [11]            [12]           
110011100010    0.00115         [2]             None            None            None            [6]             [7]             [8]             [2, 7]          [2, 8]          [11]            [12]           
110011100011    0.00199         [2]             [1, 2]          None            None            [6]             [7]             [8]             [2, 7]          [2, 8]          [11]            [12]           
110011100100    0.00109         None            [3]             None            None            [6]             [7]             [8]             [3, 6]          [3, 7]          [11]            [12]           
110011100101    0.00201         None            [3]             [1, 3]          None            [6]             [7]             [8]             [1, 8]          [3, 7]          [11]            [12]           
110011100110    0.00173         [2]             [3]             None            [2, 3]          [6]             [7]             [8]             [3, 6]          [2, 8]          [11]            [12]           
110011100111    0.00317         [2]             [3]             [1, 3]          [2, 3]          [6]             [7]             [8]             [1, 8]          [2, 8]          [11]            [12]           
110011101000    0.00081         None            None            [4]             None            [6]             [7]             [8]             None            [4, 6]          [11]            [12]           
110011101001    0.00182         None            None            [4]             [1, 4]          [6]             [7]             [8]             [1, 8]          [4, 6]          [11]            [12]           
110011101010    0.00140         [2]             None            [4]             None            [6]             [7]             [8]             [2, 7]          [4, 6]          [11]            [12]           
110011101011    0.00306         [2]             [1, 2]          [4]             [1, 4]          [6]             [7]             [8]             [2, 7]          [2, 8]          [11]            [12]           
110011101100    0.00128         None            [3]             [4]             None            [6]             [7]             [8]             [3, 6]          [4, 6]          [11]            [12]           
110011101101    0.00275         None            [3]             [4]             [1, 4]          [6]             [7]             [8]             [1, 8]          [3, 7]          [11]            [12]           
110011101110    0.00247         [2]             [3]             [4]             [2, 3]          [6]             [7]             [8]             [3, 6]          [2, 8]          [11]            [12]           
110011101111    0.00451         [2]             [3]             [4]             [2, 3]          [6]             [7]             [8]             [3, 6]          [2, 8]          [11]            [12]           
110011110000    0.00057         None            None            None            [5]             [6]             [7]             [8]             None            None            [11]            [12]           
110011110001    0.00131         None            None            None            [5]             [6]             [7]             [8]             [1, 8]          None            [11]            [12]           
110011110010    0.00131         [2]             None            None            [5]             [6]             [7]             [8]             [2, 7]          [2, 8]          [11]            [12]           
110011110011    0.00259         [2]             [1, 2]          None            [5]             [6]             [7]             [8]             [1, 8]          [2, 8]          [11]            [12]           
110011110100    0.00117         None            [3]             None            [5]             [6]             [7]             [8]             [3, 6]          [3, 7]          [11]            [12]           
110011110101    0.00259         None            [3]             [1, 3]          [5]             [6]             [7]             [8]             [1, 8]          [3, 7]          [11]            [12]           
110011110110    0.00215         [2]             [3]             None            [5]             [6]             [7]             [8]             [3, 6]          [2, 8]          [11]            [12]           
110011110111    0.00424         [2]             [3]             [1, 3]          [5]             [6]             [7]             [8]             [1, 8]          [2, 8]          [11]            [12]           
110011111000    0.00110         None            None            [4]             [5]             [6]             [7]             [8]             [4, 5]          [4, 6]          [11]            [12]           
110011111001    0.00232         None            None            [4]             [5]             [6]             [7]             [8]             [1, 8]          [4, 6]          [11]            [12]           
110011111010    0.00209         [2]             None            [4]             [5]             [6]             [7]             [8]             [4, 5]          [2, 8]          [11]            [12]           
110011111011    0.00408         [2]             [1, 2]          [4]             [5]             [6]             [7]             [8]             [1, 8]          [2, 8]          [11]            [12]           
110011111100    0.00192         None            [3]             [4]             [5]             [6]             [7]             [8]             [4, 5]          [3, 7]          [11]            [12]           
110011111101    0.00374         None            [3]             [4]             [5]             [6]             [7]             [8]             [1, 8]          [4, 6]          [11]            [12]           
110011111110    0.00345         [2]             [3]             [4]             [5]             [6]             [7]             [8]             [4, 5]          [2, 8]          [11]            [12]           
110011111111    0.00604         [2]             [3]             [4]             [5]             [6]             [7]             [8]             [1, 8]          [2, 8]          [11]            [12]           
110100000000    0.00103         None            None            None            None            None            None            None            [9]             None            [11]            [12]           
110100000001    0.00103         None            None            None            None            None            None            None            [9]             [1, 9]          [11]            [12]           
110100000010    0.00037         [2]             None            None            None            None            None            None            [9]             None            [11]            [12]           
110100000011    0.00047         [2]             [1, 2]          None            None            None            None            None            [9]             [1, 9]          [11]            [12]           
110100000100    0.00036         None            [3]             None            None            None            None            None            [9]             None            [11]            [12]           
110100000101    0.00059         None            [3]             [1, 3]          None            None            None            None            [9]             [1, 9]          [11]            [12]           
110100000110    0.00056         [2]             [3]             None            [2, 3]          None            None            None            [9]             None            [11]            [12]           
110100000111    0.00126         [2]             [3]             [1, 3]          [2, 3]          [1, 2, 3]       None            None            [9]             [1, 9]          [11]            [12]           
110100001000    0.00034         None            None            [4]             None            None            None            None            [9]             None            [11]            [12]           
110100001001    0.00080         None            None            [4]             [1, 4]          None            None            None            [9]             [1, 9]          [11]            [12]           
110100001010    0.00070         [2]             None            [4]             None            [2, 4]          None            None            [9]             None            [11]            [12]           
110100001011    0.00162         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [1, 2, 4]       None            [9]             [1, 9]          [11]            [12]           
110100001100    0.00082         None            [3]             [4]             None            None            [3, 4]          None            [9]             None            [11]            [12]           
110100001101    0.00161         None            [3]             [4]             [1, 4]          None            [3, 4]          [1, 3, 4]       [9]             [1, 9]          [11]            [12]           
110100001110    0.00096         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          None            [9]             None            [11]            [12]           
110100001111    0.00183         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [1, 3, 4]       [9]             [1, 9]          [11]            [12]           
110100010000    0.00046         None            None            None            [5]             None            None            None            [9]             None            [11]            [12]           
110100010001    0.00103         None            None            None            [5]             [1, 5]          None            None            [9]             [1, 9]          [11]            [12]           
110100010010    0.00086         [2]             None            None            [5]             None            [2, 5]          None            [9]             None            [11]            [12]           
110100010011    0.00173         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          [1, 2, 5]       [9]             [1, 9]          [11]            [12]           
110100010100    0.00076         None            [3]             None            [5]             None            None            [3, 5]          [9]             None            [11]            [12]           
110100010101    0.00135         None            [3]             [1, 3]          [5]             [1, 5]          None            [3, 5]          [9]             [1, 9]          [11]            [12]           
110100010110    0.00103         [2]             [3]             None            [5]             None            [2, 5]          [3, 5]          [9]             [2, 3, 5]       [11]            [12]           
110100010111    0.00178         [2]             [3]             [1, 3]          [5]             [1, 5]          [2, 5]          [3, 5]          [9]             [1, 9]          [11]            [12]           
110100011000    0.00042         None            None            [4]             [5]             None            None            None            [9]             None            [11]            [12]           
110100011001    0.00096         None            None            [4]             [5]             [1, 5]          None            None            [9]             [1, 9]          [11]            [12]           
110100011010    0.00083         [2]             None            [4]             [5]             [2, 4]          [2, 5]          None            [9]             None            [11]            [12]           
110100011011    0.00192         [2]             [1, 2]          [4]             [5]             [2, 4]          [2, 5]          [1, 2, 5]       [9]             [1, 9]          [11]            [12]           
110100011100    0.00083         None            [3]             [4]             [5]             None            [3, 4]          [3, 5]          [9]             None            [11]            [12]           
110100011101    0.00194         None            [3]             [4]             [5]             [1, 5]          [3, 4]          [3, 5]          [9]             [1, 9]          [11]            [12]           
110100011110    0.00160         [2]             [3]             [4]             [5]             [2, 4]          [3, 4]          [3, 5]          [9]             [2, 3, 5]       [11]            [12]           
110100011111    0.00306         [2]             [3]             [4]             [5]             [2, 4]          [3, 4]          [3, 5]          [9]             [1, 9]          [11]            [12]           
110100100000    0.00057         None            None            None            None            [6]             None            None            [9]             None            [11]            [12]           
110100100001    0.00126         None            None            None            None            [6]             [1, 6]          None            [9]             [1, 9]          [11]            [12]           
110100100010    0.00079         [2]             None            None            None            [6]             None            [2, 6]          [9]             None            [11]            [12]           
110100100011    0.00138         [2]             [1, 2]          None            None            [6]             [1, 6]          [2, 6]          [9]             [1, 9]          [11]            [12]           
110100100100    0.00046         None            [3]             None            None            [6]             None            None            [9]             None            [11]            [12]           
110100100101    0.00107         None            [3]             [1, 3]          None            [6]             [1, 6]          None            [9]             [1, 9]          [11]            [12]           
110100100110    0.00077         [2]             [3]             None            [2, 3]          [6]             None            [2, 6]          [9]             None            [11]            [12]           
110100100111    0.00183         [2]             [3]             [1, 3]          [2, 3]          [6]             [1, 6]          [2, 6]          [9]             [1, 9]          [11]            [12]           
110100101000    0.00058         None            None            [4]             None            [6]             None            None            [9]             [4, 6]          [11]            [12]           
110100101001    0.00114         None            None            [4]             [1, 4]          [6]             [1, 6]          None            [9]             [1, 9]          [11]            [12]           
110100101010    0.00073         [2]             None            [4]             None            [6]             None            [2, 6]          [9]             [4, 6]          [11]            [12]           
110100101011    0.00190         [2]             [1, 2]          [4]             [1, 4]          [6]             [1, 6]          [2, 6]          [9]             [1, 9]          [11]            [12]           
110100101100    0.00082         None            [3]             [4]             None            [6]             [3, 4]          None            [9]             [4, 6]          [11]            [12]           
110100101101    0.00191         None            [3]             [4]             [1, 4]          [6]             [3, 4]          [1, 3, 4]       [9]             [1, 9]          [11]            [12]           
110100101110    0.00155         [2]             [3]             [4]             [2, 3]          [6]             [3, 4]          [2, 6]          [9]             [4, 6]          [11]            [12]           
110100101111    0.00293         [2]             [3]             [4]             [2, 3]          [6]             [3, 4]          [2, 6]          [9]             [1, 9]          [11]            [12]           
110100110000    0.00043         None            None            None            [5]             [6]             None            None            [9]             None            [11]            [12]           
110100110001    0.00104         None            None            None            [5]             [6]             [1, 6]          None            [9]             [1, 9]          [11]            [12]           
110100110010    0.00096         [2]             None            None            [5]             [6]             [2, 5]          [2, 6]          [9]             None            [11]            [12]           
110100110011    0.00204         [2]             [1, 2]          None            [5]             [6]             [2, 5]          [2, 6]          [9]             [1, 9]          [11]            [12]           
110100110100    0.00072         None            [3]             None            [5]             [6]             None            [3, 5]          [9]             None            [11]            [12]           
110100110101    0.00187         None            [3]             [1, 3]          [5]             [6]             [1, 6]          [3, 5]          [9]             [1, 9]          [11]            [12]           
110100110110    0.00136         [2]             [3]             None            [5]             [6]             [2, 5]          [3, 5]          [9]             [2, 3, 5]       [11]            [12]           
110100110111    0.00273         [2]             [3]             [1, 3]          [5]             [6]             [2, 5]          [3, 5]          [9]             [1, 9]          [11]            [12]           
110100111000    0.00056         None            None            [4]             [5]             [6]             None            None            [9]             [4, 6]          [11]            [12]           
110100111001    0.00125         None            None            [4]             [5]             [6]             [1, 6]          None            [9]             [1, 9]          [11]            [12]           
110100111010    0.00128         [2]             None            [4]             [5]             [6]             [2, 5]          [2, 6]          [9]             [4, 6]          [11]            [12]           
110100111011    0.00257         [2]             [1, 2]          [4]             [5]             [6]             [2, 5]          [2, 6]          [9]             [1, 9]          [11]            [12]           
110100111100    0.00123         None            [3]             [4]             [5]             [6]             [3, 4]          [3, 5]          [9]             [4, 6]          [11]            [12]           
110100111101    0.00252         None            [3]             [4]             [5]             [6]             [3, 4]          [3, 5]          [9]             [1, 9]          [11]            [12]           
110100111110    0.00211         [2]             [3]             [4]             [5]             [6]             [3, 4]          [2, 6]          [9]             [4, 6]          [11]            [12]           
110100111111    0.00397         [2]             [3]             [4]             [5]             [6]             [3, 4]          [2, 6]          [9]             [1, 9]          [11]            [12]           
110101000000    0.00069         None            None            None            None            None            [7]             None            [9]             None            [11]            [12]           
110101000001    0.00126         None            None            None            None            None            [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101000010    0.00050         [2]             None            None            None            None            [7]             None            [9]             None            [11]            [12]           
110101000011    0.00099         [2]             [1, 2]          None            None            None            [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101000100    0.00062         None            [3]             None            None            None            [7]             None            [9]             [3, 7]          [11]            [12]           
110101000101    0.00101         None            [3]             [1, 3]          None            None            [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101000110    0.00073         [2]             [3]             None            [2, 3]          None            [7]             None            [9]             [3, 7]          [11]            [12]           
110101000111    0.00177         [2]             [3]             [1, 3]          [2, 3]          [1, 2, 3]       [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101001000    0.00040         None            None            [4]             None            None            [7]             None            [9]             None            [11]            [12]           
110101001001    0.00105         None            None            [4]             [1, 4]          None            [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101001010    0.00072         [2]             None            [4]             None            [2, 4]          [7]             None            [9]             None            [11]            [12]           
110101001011    0.00195         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101001100    0.00061         None            [3]             [4]             None            None            [7]             None            [9]             [3, 7]          [11]            [12]           
110101001101    0.00150         None            [3]             [4]             [1, 4]          None            [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101001110    0.00118         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             None            [9]             [3, 7]          [11]            [12]           
110101001111    0.00253         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101010000    0.00044         None            None            None            [5]             None            [7]             None            [9]             None            [11]            [12]           
110101010001    0.00122         None            None            None            [5]             [1, 5]          [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101010010    0.00059         [2]             None            None            [5]             None            [7]             None            [9]             None            [11]            [12]           
110101010011    0.00173         [2]             [1, 2]          None            [5]             [1, 5]          [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101010100    0.00086         None            [3]             None            [5]             None            [7]             [3, 5]          [9]             [3, 7]          [11]            [12]           
110101010101    0.00184         None            [3]             [1, 3]          [5]             [1, 5]          [7]             [3, 5]          [9]             [1, 9]          [11]            [12]           
110101010110    0.00112         [2]             [3]             None            [5]             None            [7]             [3, 5]          [9]             [3, 7]          [11]            [12]           
110101010111    0.00238         [2]             [3]             [1, 3]          [5]             [1, 5]          [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101011000    0.00047         None            None            [4]             [5]             None            [7]             None            [9]             None            [11]            [12]           
110101011001    0.00138         None            None            [4]             [5]             [1, 5]          [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101011010    0.00084         [2]             None            [4]             [5]             [2, 4]          [7]             None            [9]             None            [11]            [12]           
110101011011    0.00240         [2]             [1, 2]          [4]             [5]             [2, 4]          [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101011100    0.00095         None            [3]             [4]             [5]             None            [7]             [3, 5]          [9]             [3, 7]          [11]            [12]           
110101011101    0.00221         None            [3]             [4]             [5]             [1, 5]          [7]             [3, 5]          [9]             [1, 9]          [11]            [12]           
110101011110    0.00183         [2]             [3]             [4]             [5]             [2, 4]          [7]             [3, 5]          [9]             [3, 7]          [11]            [12]           
110101011111    0.00374         [2]             [3]             [4]             [5]             [2, 4]          [7]             [3, 5]          [9]             [1, 9]          [11]            [12]           
110101100000    0.00048         None            None            None            None            [6]             [7]             None            [9]             None            [11]            [12]           
110101100001    0.00116         None            None            None            None            [6]             [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101100010    0.00083         [2]             None            None            None            [6]             [7]             [2, 6]          [9]             None            [11]            [12]           
110101100011    0.00166         [2]             [1, 2]          None            None            [6]             [7]             [2, 6]          [9]             [1, 9]          [11]            [12]           
110101100100    0.00065         None            [3]             None            None            [6]             [7]             None            [9]             [3, 7]          [11]            [12]           
110101100101    0.00140         None            [3]             [1, 3]          None            [6]             [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101100110    0.00121         [2]             [3]             None            [2, 3]          [6]             [7]             [2, 6]          [9]             [3, 7]          [11]            [12]           
110101100111    0.00246         [2]             [3]             [1, 3]          [2, 3]          [6]             [7]             [2, 6]          [9]             [1, 9]          [11]            [12]           
110101101000    0.00060         None            None            [4]             None            [6]             [7]             None            [9]             [4, 6]          [11]            [12]           
110101101001    0.00143         None            None            [4]             [1, 4]          [6]             [7]             [1, 7]          [9]             [4, 6]          [11]            [12]           
110101101010    0.00097         [2]             None            [4]             None            [6]             [7]             [2, 6]          [9]             [4, 6]          [11]            [12]           
110101101011    0.00239         [2]             [1, 2]          [4]             [1, 4]          [6]             [7]             [2, 6]          [9]             [1, 9]          [11]            [12]           
110101101100    0.00081         None            [3]             [4]             None            [6]             [7]             None            [9]             [4, 6]          [11]            [12]           
110101101101    0.00206         None            [3]             [4]             [1, 4]          [6]             [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101101110    0.00171         [2]             [3]             [4]             [2, 3]          [6]             [7]             [2, 6]          [9]             [4, 6]          [11]            [12]           
110101101111    0.00352         [2]             [3]             [4]             [2, 3]          [6]             [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101110000    0.00045         None            None            None            [5]             [6]             [7]             None            [9]             None            [11]            [12]           
110101110001    0.00120         None            None            None            [5]             [6]             [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101110010    0.00091         [2]             None            None            [5]             [6]             [7]             [2, 6]          [9]             None            [11]            [12]           
110101110011    0.00219         [2]             [1, 2]          None            [5]             [6]             [7]             [2, 6]          [9]             [1, 9]          [11]            [12]           
110101110100    0.00096         None            [3]             None            [5]             [6]             [7]             [3, 5]          [9]             [3, 7]          [11]            [12]           
110101110101    0.00221         None            [3]             [1, 3]          [5]             [6]             [7]             [3, 5]          [9]             [1, 9]          [11]            [12]           
110101110110    0.00166         [2]             [3]             None            [5]             [6]             [7]             [2, 6]          [9]             [3, 7]          [11]            [12]           
110101110111    0.00341         [2]             [3]             [1, 3]          [5]             [6]             [7]             [2, 6]          [9]             [1, 9]          [11]            [12]           
110101111000    0.00068         None            None            [4]             [5]             [6]             [7]             None            [9]             [4, 6]          [11]            [12]           
110101111001    0.00170         None            None            [4]             [5]             [6]             [7]             [1, 7]          [9]             [1, 9]          [11]            [12]           
110101111010    0.00137         [2]             None            [4]             [5]             [6]             [7]             [2, 6]          [9]             [4, 6]          [11]            [12]           
110101111011    0.00316         [2]             [1, 2]          [4]             [5]             [6]             [7]             [2, 6]          [9]             [1, 9]          [11]            [12]           
110101111100    0.00143         None            [3]             [4]             [5]             [6]             [7]             [3, 5]          [9]             [4, 6]          [11]            [12]           
110101111101    0.00303         None            [3]             [4]             [5]             [6]             [7]             [3, 5]          [9]             [1, 9]          [11]            [12]           
110101111110    0.00251         [2]             [3]             [4]             [5]             [6]             [7]             [3, 5]          [9]             [3, 7]          [11]            [12]           
110101111111    0.00490         [2]             [3]             [4]             [5]             [6]             [7]             [3, 5]          [9]             [1, 9]          [11]            [12]           
110110000000    0.00057         None            None            None            None            None            None            [8]             [9]             None            [11]            [12]           
110110000001    0.00080         None            None            None            None            None            None            [8]             [9]             [1, 9]          [11]            [12]           
110110000010    0.00057         [2]             None            None            None            None            None            [8]             [9]             [2, 8]          [11]            [12]           
110110000011    0.00066         [2]             [1, 2]          None            None            None            None            [8]             [9]             [2, 8]          [11]            [12]           
110110000100    0.00034         None            [3]             None            None            None            None            [8]             [9]             None            [11]            [12]           
110110000101    0.00062         None            [3]             [1, 3]          None            None            None            [8]             [9]             [1, 9]          [11]            [12]           
110110000110    0.00056         [2]             [3]             None            [2, 3]          None            None            [8]             [9]             [2, 8]          [11]            [12]           
110110000111    0.00124         [2]             [3]             [1, 3]          [2, 3]          [1, 2, 3]       None            [8]             [9]             [1, 9]          [11]            [12]           
110110001000    0.00030         None            None            [4]             None            None            None            [8]             [9]             None            [11]            [12]           
110110001001    0.00070         None            None            [4]             [1, 4]          None            None            [8]             [9]             [1, 9]          [11]            [12]           
110110001010    0.00066         [2]             None            [4]             None            [2, 4]          None            [8]             [9]             [2, 8]          [11]            [12]           
110110001011    0.00160         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [1, 2, 4]       [8]             [9]             [1, 9]          [11]            [12]           
110110001100    0.00065         None            [3]             [4]             None            None            [3, 4]          [8]             [9]             None            [11]            [12]           
110110001101    0.00132         None            [3]             [4]             [1, 4]          None            [3, 4]          [8]             [9]             [1, 9]          [11]            [12]           
110110001110    0.00120         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [8]             [9]             [2, 8]          [11]            [12]           
110110001111    0.00203         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [8]             [9]             [1, 9]          [11]            [12]           
110110010000    0.00032         None            None            None            [5]             None            None            [8]             [9]             None            [11]            [12]           
110110010001    0.00084         None            None            None            [5]             [1, 5]          None            [8]             [9]             [1, 9]          [11]            [12]           
110110010010    0.00080         [2]             None            None            [5]             None            [2, 5]          [8]             [9]             [2, 8]          [11]            [12]           
110110010011    0.00158         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          [8]             [9]             [1, 9]          [11]            [12]           
110110010100    0.00041         None            [3]             None            [5]             None            None            [8]             [9]             None            [11]            [12]           
110110010101    0.00100         None            [3]             [1, 3]          [5]             [1, 5]          None            [8]             [9]             [1, 9]          [11]            [12]           
110110010110    0.00089         [2]             [3]             None            [5]             None            [2, 5]          [8]             [9]             [2, 8]          [11]            [12]           
110110010111    0.00187         [2]             [3]             [1, 3]          [5]             [1, 5]          [2, 5]          [8]             [9]             [2, 8]          [11]            [12]           
110110011000    0.00035         None            None            [4]             [5]             None            None            [8]             [9]             None            [11]            [12]           
110110011001    0.00090         None            None            [4]             [5]             [1, 5]          None            [8]             [9]             [1, 9]          [11]            [12]           
110110011010    0.00093         [2]             None            [4]             [5]             [2, 4]          [2, 5]          [8]             [9]             [2, 8]          [11]            [12]           
110110011011    0.00204         [2]             [1, 2]          [4]             [5]             [2, 4]          [2, 5]          [8]             [9]             [1, 9]          [11]            [12]           
110110011100    0.00067         None            [3]             [4]             [5]             None            [3, 4]          [8]             [9]             None            [11]            [12]           
110110011101    0.00176         None            [3]             [4]             [5]             [1, 5]          [3, 4]          [8]             [9]             [1, 9]          [11]            [12]           
110110011110    0.00158         [2]             [3]             [4]             [5]             [2, 4]          [3, 4]          [8]             [9]             [2, 8]          [11]            [12]           
110110011111    0.00311         [2]             [3]             [4]             [5]             [1, 5]          [3, 4]          [8]             [9]             [1, 9]          [11]            [12]           
110110100000    0.00040         None            None            None            None            [6]             None            [8]             [9]             None            [11]            [12]           
